"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Poland (PL)","Actual Total Load [MW] - Poland (PL)"
"31.08.2024 01:15 - 31.08.2024 01:30","15000","15239"
"31.08.2024 01:30 - 31.08.2024 01:45","14850","15048"
"31.08.2024 01:45 - 31.08.2024 02:00","14750","14704"
"31.08.2024 02:00 - 31.08.2024 02:15","14650","14612"
"31.08.2024 02:15 - 31.08.2024 02:30","14600","14688"
"31.08.2024 02:30 - 31.08.2024 02:45","14550","14596"
"31.08.2024 02:45 - 31.08.2024 03:00","14500","14586"
"31.08.2024 03:00 - 31.08.2024 03:15","14450","14400"
"31.08.2024 03:15 - 31.08.2024 03:30","14400","14424"
"31.08.2024 03:30 - 31.08.2024 03:45","14350","14614"
"31.08.2024 03:45 - 31.08.2024 04:00","14350","14658"
"31.08.2024 04:00 - 31.08.2024 04:15","14350","14572"
"31.08.2024 04:15 - 31.08.2024 04:30","14350","14683"
"31.08.2024 04:30 - 31.08.2024 04:45","14350","14683"
"31.08.2024 04:45 - 31.08.2024 05:00","14350","14724"
"31.08.2024 05:00 - 31.08.2024 05:15","14150","14737"
"31.08.2024 05:15 - 31.08.2024 05:30","14000","14529"
"31.08.2024 05:30 - 31.08.2024 05:45","14000","14346"
"31.08.2024 05:45 - 31.08.2024 06:00","14250","14517"
"31.08.2024 06:00 - 31.08.2024 06:15","14600","14866"
"31.08.2024 06:15 - 31.08.2024 06:30","14850","15003"
"31.08.2024 06:30 - 31.08.2024 06:45","15100","15333"
"31.08.2024 06:45 - 31.08.2024 07:00","15350","15465"
"31.08.2024 07:00 - 31.08.2024 07:15","15650","15895"
"31.08.2024 07:15 - 31.08.2024 07:30","16000","15967"
"31.08.2024 07:30 - 31.08.2024 07:45","16300","16309"
"31.08.2024 07:45 - 31.08.2024 08:00","16650","16482"
"31.08.2024 08:00 - 31.08.2024 08:15","16950","16883"
"31.08.2024 08:15 - 31.08.2024 08:30","17250","17026"
"31.08.2024 08:30 - 31.08.2024 08:45","17500","17375"
"31.08.2024 08:45 - 31.08.2024 09:00","17750","17380"
"31.08.2024 09:00 - 31.08.2024 09:15","17900","17708"
"31.08.2024 09:15 - 31.08.2024 09:30","18000","17488"
"31.08.2024 09:30 - 31.08.2024 09:45","18100","17517"
"31.08.2024 09:45 - 31.08.2024 10:00","18200","17461"
"31.08.2024 10:00 - 31.08.2024 10:15","18200","17264"
"31.08.2024 10:15 - 31.08.2024 10:30","18200","17446"
"31.08.2024 10:30 - 31.08.2024 10:45","18200","17732"
"31.08.2024 10:45 - 31.08.2024 11:00","18200","17609"
"31.08.2024 11:00 - 31.08.2024 11:15","18200","17531"
"31.08.2024 11:15 - 31.08.2024 11:30","18200","17607"
"31.08.2024 11:30 - 31.08.2024 11:45","18200","17394"
"31.08.2024 11:45 - 31.08.2024 12:00","18200","17272"
"31.08.2024 12:00 - 31.08.2024 12:15","18200","17303"
"31.08.2024 12:15 - 31.08.2024 12:30","18200","17236"
"31.08.2024 12:30 - 31.08.2024 12:45","18200","17308"
"31.08.2024 12:45 - 31.08.2024 13:00","18200","17222"
"31.08.2024 13:00 - 31.08.2024 13:15","18200","17238"
"31.08.2024 13:15 - 31.08.2024 13:30","18200","17190"
"31.08.2024 13:30 - 31.08.2024 13:45","18200","16995"
"31.08.2024 13:45 - 31.08.2024 14:00","18200","16706"
"31.08.2024 14:00 - 31.08.2024 14:15","18200","17044"
"31.08.2024 14:15 - 31.08.2024 14:30","18200","17164"
"31.08.2024 14:30 - 31.08.2024 14:45","18200","17314"
"31.08.2024 14:45 - 31.08.2024 15:00","18150","17032"
"31.08.2024 15:00 - 31.08.2024 15:15","18150","17253"
"31.08.2024 15:15 - 31.08.2024 15:30","18150","17431"
"31.08.2024 15:30 - 31.08.2024 15:45","18150","17273"
"31.08.2024 15:45 - 31.08.2024 16:00","18150","17156"
"31.08.2024 16:00 - 31.08.2024 16:15","18150","17285"
"31.08.2024 16:15 - 31.08.2024 16:30","18150","17165"
"31.08.2024 16:30 - 31.08.2024 16:45","18150","17066"
"31.08.2024 16:45 - 31.08.2024 17:00","18150","17262"
"31.08.2024 17:00 - 31.08.2024 17:15","18100","17339"
"31.08.2024 17:15 - 31.08.2024 17:30","18050","17228"
"31.08.2024 17:30 - 31.08.2024 17:45","18000","17073"
"31.08.2024 17:45 - 31.08.2024 18:00","17950","17221"
"31.08.2024 18:00 - 31.08.2024 18:15","17950","17134"
"31.08.2024 18:15 - 31.08.2024 18:30","17950","17021"
"31.08.2024 18:30 - 31.08.2024 18:45","17950","17215"
"31.08.2024 18:45 - 31.08.2024 19:00","17950","17211"
"31.08.2024 19:00 - 31.08.2024 19:15","17950","17218"
"31.08.2024 19:15 - 31.08.2024 19:30","18000","17277"
"31.08.2024 19:30 - 31.08.2024 19:45","18050","17423"
"31.08.2024 19:45 - 31.08.2024 20:00","18100","17607"
"31.08.2024 20:00 - 31.08.2024 20:15","18350","17713"
"31.08.2024 20:15 - 31.08.2024 20:30","18350","17469"
"31.08.2024 20:30 - 31.08.2024 20:45","18350","17398"
"31.08.2024 20:45 - 31.08.2024 21:00","18150","17046"
"31.08.2024 21:00 - 31.08.2024 21:15","17900","16972"
"31.08.2024 21:15 - 31.08.2024 21:30","17550","16838"
"31.08.2024 21:30 - 31.08.2024 21:45","17200","16509"
"31.08.2024 21:45 - 31.08.2024 22:00","16900","16129"
"31.08.2024 22:00 - 31.08.2024 22:15","16550","15863"
"31.08.2024 22:15 - 31.08.2024 22:30","16250","15631"
"31.08.2024 22:30 - 31.08.2024 22:45","15950","15306"
"31.08.2024 22:45 - 31.08.2024 23:00","15650","15028"
"31.08.2024 23:00 - 31.08.2024 23:15","15300","14688"
"31.08.2024 23:15 - 31.08.2024 23:30","14950","14576"
"31.08.2024 23:30 - 31.08.2024 23:45","14650","14310"
"31.08.2024 23:45 - 01.09.2024 00:00","14350","14085"
"01.09.2024 00:00 - 01.09.2024 00:15","14050","13947"
"01.09.2024 00:15 - 01.09.2024 00:30","13950","13769"
"01.09.2024 00:30 - 01.09.2024 00:45","13800","13506"
"01.09.2024 00:45 - 01.09.2024 01:00","13650","13405"
"01.09.2024 01:00 - 01.09.2024 01:15","13550","13116"
"01.09.2024 01:15 - 01.09.2024 01:30","13450","13092"
"01.09.2024 01:30 - 01.09.2024 01:45","13300","13004"
"01.09.2024 01:45 - 01.09.2024 02:00","13200","12788"
"01.09.2024 02:00 - 01.09.2024 02:15","13100","12737"
"01.09.2024 02:15 - 01.09.2024 02:30","13050","12843"
"01.09.2024 02:30 - 01.09.2024 02:45","12950","12675"
"01.09.2024 02:45 - 01.09.2024 03:00","12900","12609"
"01.09.2024 03:00 - 01.09.2024 03:15","12850","12587"
"01.09.2024 03:15 - 01.09.2024 03:30","12800","12736"
"01.09.2024 03:30 - 01.09.2024 03:45","12750","12516"
"01.09.2024 03:45 - 01.09.2024 04:00","12700","12489"
"01.09.2024 04:00 - 01.09.2024 04:15","12650","12502"
"01.09.2024 04:15 - 01.09.2024 04:30","12600","12622"
"01.09.2024 04:30 - 01.09.2024 04:45","12600","12571"
"01.09.2024 04:45 - 01.09.2024 05:00","12600","12717"
"01.09.2024 05:00 - 01.09.2024 05:15","12600","12778"
"01.09.2024 05:15 - 01.09.2024 05:30","12300","12470"
"01.09.2024 05:30 - 01.09.2024 05:45","12250","12412"
"01.09.2024 05:45 - 01.09.2024 06:00","12350","12301"
"01.09.2024 06:00 - 01.09.2024 06:15","12650","12537"
"01.09.2024 06:15 - 01.09.2024 06:30","12900","12455"
"01.09.2024 06:30 - 01.09.2024 06:45","13100","12640"
"01.09.2024 06:45 - 01.09.2024 07:00","13300","12699"
"01.09.2024 07:00 - 01.09.2024 07:15","13550","13071"
"01.09.2024 07:15 - 01.09.2024 07:30","13800","13342"
"01.09.2024 07:30 - 01.09.2024 07:45","14000","13491"
"01.09.2024 07:45 - 01.09.2024 08:00","14250","13780"
"01.09.2024 08:00 - 01.09.2024 08:15","14550","14114"
"01.09.2024 08:15 - 01.09.2024 08:30","14750","14334"
"01.09.2024 08:30 - 01.09.2024 08:45","15000","14484"
"01.09.2024 08:45 - 01.09.2024 09:00","15200","14725"
"01.09.2024 09:00 - 01.09.2024 09:15","15450","14754"
"01.09.2024 09:15 - 01.09.2024 09:30","15600","14989"
"01.09.2024 09:30 - 01.09.2024 09:45","15750","14804"
"01.09.2024 09:45 - 01.09.2024 10:00","15950","14940"
"01.09.2024 10:00 - 01.09.2024 10:15","16100","14906"
"01.09.2024 10:15 - 01.09.2024 10:30","16200","14775"
"01.09.2024 10:30 - 01.09.2024 10:45","16300","14538"
"01.09.2024 10:45 - 01.09.2024 11:00","16400","14437"
"01.09.2024 11:00 - 01.09.2024 11:15","16450","14532"
"01.09.2024 11:15 - 01.09.2024 11:30","16450","14288"
"01.09.2024 11:30 - 01.09.2024 11:45","16450","14315"
"01.09.2024 11:45 - 01.09.2024 12:00","16450","14231"
"01.09.2024 12:00 - 01.09.2024 12:15","16450","14191"
"01.09.2024 12:15 - 01.09.2024 12:30","16450","14162"
"01.09.2024 12:30 - 01.09.2024 12:45","16450","14175"
"01.09.2024 12:45 - 01.09.2024 13:00","16450","14114"
"01.09.2024 13:00 - 01.09.2024 13:15","16450","14086"
"01.09.2024 13:15 - 01.09.2024 13:30","16450","14209"
"01.09.2024 13:30 - 01.09.2024 13:45","16450","14305"
"01.09.2024 13:45 - 01.09.2024 14:00","16400","14054"
"01.09.2024 14:00 - 01.09.2024 14:15","16350","13529"
"01.09.2024 14:15 - 01.09.2024 14:30","16300","13860"
"01.09.2024 14:30 - 01.09.2024 14:45","16250","14120"
"01.09.2024 14:45 - 01.09.2024 15:00","16200","14185"
"01.09.2024 15:00 - 01.09.2024 15:15","16150","14341"
"01.09.2024 15:15 - 01.09.2024 15:30","16100","14305"
"01.09.2024 15:30 - 01.09.2024 15:45","16100","14386"
"01.09.2024 15:45 - 01.09.2024 16:00","16100","14388"
"01.09.2024 16:00 - 01.09.2024 16:15","16100","14852"
"01.09.2024 16:15 - 01.09.2024 16:30","16100","15043"
"01.09.2024 16:30 - 01.09.2024 16:45","16100","15025"
"01.09.2024 16:45 - 01.09.2024 17:00","16100","15439"
"01.09.2024 17:00 - 01.09.2024 17:15","16150","15339"
"01.09.2024 17:15 - 01.09.2024 17:30","16250","15540"
"01.09.2024 17:30 - 01.09.2024 17:45","16300","15602"
"01.09.2024 17:45 - 01.09.2024 18:00","16350","15756"
"01.09.2024 18:00 - 01.09.2024 18:15","16400","15682"
"01.09.2024 18:15 - 01.09.2024 18:30","16450","16037"
"01.09.2024 18:30 - 01.09.2024 18:45","16600","16102"
"01.09.2024 18:45 - 01.09.2024 19:00","16700","16223"
"01.09.2024 19:00 - 01.09.2024 19:15","16750","16254"
"01.09.2024 19:15 - 01.09.2024 19:30","16900","16539"
"01.09.2024 19:30 - 01.09.2024 19:45","17050","16809"
"01.09.2024 19:45 - 01.09.2024 20:00","17200","16762"
"01.09.2024 20:00 - 01.09.2024 20:15","17250","17182"
"01.09.2024 20:15 - 01.09.2024 20:30","17250","17111"
"01.09.2024 20:30 - 01.09.2024 20:45","17250","16865"
"01.09.2024 20:45 - 01.09.2024 21:00","17150","16520"
"01.09.2024 21:00 - 01.09.2024 21:15","16950","16529"
"01.09.2024 21:15 - 01.09.2024 21:30","16650","16106"
"01.09.2024 21:30 - 01.09.2024 21:45","16350","15776"
"01.09.2024 21:45 - 01.09.2024 22:00","16150","15599"
"01.09.2024 22:00 - 01.09.2024 22:15","16000","15402"
"01.09.2024 22:15 - 01.09.2024 22:30","15800","15055"
"01.09.2024 22:30 - 01.09.2024 22:45","15500","14952"
"01.09.2024 22:45 - 01.09.2024 23:00","15250","14711"
"01.09.2024 23:00 - 01.09.2024 23:15","14950","14247"
"01.09.2024 23:15 - 01.09.2024 23:30","14700","14153"
"01.09.2024 23:30 - 01.09.2024 23:45","14450","13859"
"01.09.2024 23:45 - 02.09.2024 00:00","14150","13636"
"02.09.2024 00:00 - 02.09.2024 00:15","13950","13546"
"02.09.2024 00:15 - 02.09.2024 00:30","13800","13355"
"02.09.2024 00:30 - 02.09.2024 00:45","13650","13310"
"02.09.2024 00:45 - 02.09.2024 01:00","13650","13112"
"02.09.2024 01:00 - 02.09.2024 01:15","13500","13097"
"02.09.2024 01:15 - 02.09.2024 01:30","13400","12866"
"02.09.2024 01:30 - 02.09.2024 01:45","13350","12622"
"02.09.2024 01:45 - 02.09.2024 02:00","13250","12761"
"02.09.2024 02:00 - 02.09.2024 02:15","13250","12681"
"02.09.2024 02:15 - 02.09.2024 02:30","13250","12806"
"02.09.2024 02:30 - 02.09.2024 02:45","13250","12854"
"02.09.2024 02:45 - 02.09.2024 03:00","13250","12779"
"02.09.2024 03:00 - 02.09.2024 03:15","13250","12727"
"02.09.2024 03:15 - 02.09.2024 03:30","13250","12772"
"02.09.2024 03:30 - 02.09.2024 03:45","13250","12655"
"02.09.2024 03:45 - 02.09.2024 04:00","13300","13067"
"02.09.2024 04:00 - 02.09.2024 04:15","13400","12996"
"02.09.2024 04:15 - 02.09.2024 04:30","13450","13217"
"02.09.2024 04:30 - 02.09.2024 04:45","13650","13375"
"02.09.2024 04:45 - 02.09.2024 05:00","13750","13446"
"02.09.2024 05:00 - 02.09.2024 05:15","13900","13948"
"02.09.2024 05:15 - 02.09.2024 05:30","14150","14034"
"02.09.2024 05:30 - 02.09.2024 05:45","14500","14291"
"02.09.2024 05:45 - 02.09.2024 06:00","15150","14654"
"02.09.2024 06:00 - 02.09.2024 06:15","16100","15834"
"02.09.2024 06:15 - 02.09.2024 06:30","16750","16349"
"02.09.2024 06:30 - 02.09.2024 06:45","17300","16978"
"02.09.2024 06:45 - 02.09.2024 07:00","18150","17485"
"02.09.2024 07:00 - 02.09.2024 07:15","18700","18225"
"02.09.2024 07:15 - 02.09.2024 07:30","19100","18604"
"02.09.2024 07:30 - 02.09.2024 07:45","19400","18711"
"02.09.2024 07:45 - 02.09.2024 08:00","19750","19036"
"02.09.2024 08:00 - 02.09.2024 08:15","20050","19400"
"02.09.2024 08:15 - 02.09.2024 08:30","20300","19634"
"02.09.2024 08:30 - 02.09.2024 08:45","20400","19414"
"02.09.2024 08:45 - 02.09.2024 09:00","20500","19517"
"02.09.2024 09:00 - 02.09.2024 09:15","20550","19559"
"02.09.2024 09:15 - 02.09.2024 09:30","20550","19224"
"02.09.2024 09:30 - 02.09.2024 09:45","20400","19433"
"02.09.2024 09:45 - 02.09.2024 10:00","20300","19083"
"02.09.2024 10:00 - 02.09.2024 10:15","20150","18748"
"02.09.2024 10:15 - 02.09.2024 10:30","20300","19067"
"02.09.2024 10:30 - 02.09.2024 10:45","20450","19122"
"02.09.2024 10:45 - 02.09.2024 11:00","20450","19136"
"02.09.2024 11:00 - 02.09.2024 11:15","20500","19345"
"02.09.2024 11:15 - 02.09.2024 11:30","20500","19385"
"02.09.2024 11:30 - 02.09.2024 11:45","20500","19251"
"02.09.2024 11:45 - 02.09.2024 12:00","20500","19423"
"02.09.2024 12:00 - 02.09.2024 12:15","20500","19372"
"02.09.2024 12:15 - 02.09.2024 12:30","20500","19406"
"02.09.2024 12:30 - 02.09.2024 12:45","20500","19693"
"02.09.2024 12:45 - 02.09.2024 13:00","20500","19589"
"02.09.2024 13:00 - 02.09.2024 13:15","20500","19913"
"02.09.2024 13:15 - 02.09.2024 13:30","20500","19931"
"02.09.2024 13:30 - 02.09.2024 13:45","20500","19746"
"02.09.2024 13:45 - 02.09.2024 14:00","20000","19521"
"02.09.2024 14:00 - 02.09.2024 14:15","20100","19550"
"02.09.2024 14:15 - 02.09.2024 14:30","20150","19779"
"02.09.2024 14:30 - 02.09.2024 14:45","20150","19934"
"02.09.2024 14:45 - 02.09.2024 15:00","20150","19980"
"02.09.2024 15:00 - 02.09.2024 15:15","20150","20130"
"02.09.2024 15:15 - 02.09.2024 15:30","20150","20382"
"02.09.2024 15:30 - 02.09.2024 15:45","20150","20342"
"02.09.2024 15:45 - 02.09.2024 16:00","20150","20363"
"02.09.2024 16:00 - 02.09.2024 16:15","20150","20197"
"02.09.2024 16:15 - 02.09.2024 16:30","20150","20377"
"02.09.2024 16:30 - 02.09.2024 16:45","20150","20465"
"02.09.2024 16:45 - 02.09.2024 17:00","20150","20360"
"02.09.2024 17:00 - 02.09.2024 17:15","20150","20504"
"02.09.2024 17:15 - 02.09.2024 17:30","20150","20572"
"02.09.2024 17:30 - 02.09.2024 17:45","20150","20471"
"02.09.2024 17:45 - 02.09.2024 18:00","20150","20069"
"02.09.2024 18:00 - 02.09.2024 18:15","20150","20048"
"02.09.2024 18:15 - 02.09.2024 18:30","20200","20270"
"02.09.2024 18:30 - 02.09.2024 18:45","20350","20487"
"02.09.2024 18:45 - 02.09.2024 19:00","20400","20422"
"02.09.2024 19:00 - 02.09.2024 19:15","20500","20304"
"02.09.2024 19:15 - 02.09.2024 19:30","20750","20519"
"02.09.2024 19:30 - 02.09.2024 19:45","21050","20832"
"02.09.2024 19:45 - 02.09.2024 20:00","21300","21203"
"02.09.2024 20:00 - 02.09.2024 20:15","21350","20998"
"02.09.2024 20:15 - 02.09.2024 20:30","21350","20869"
"02.09.2024 20:30 - 02.09.2024 20:45","21150","20532"
"02.09.2024 20:45 - 02.09.2024 21:00","20800","20242"
"02.09.2024 21:00 - 02.09.2024 21:15","20300","19719"
"02.09.2024 21:15 - 02.09.2024 21:30","19800","19361"
"02.09.2024 21:30 - 02.09.2024 21:45","19250","18637"
"02.09.2024 21:45 - 02.09.2024 22:00","18600","18208"
"02.09.2024 22:00 - 02.09.2024 22:15","18200","17986"
"02.09.2024 22:15 - 02.09.2024 22:30","17900","17517"
"02.09.2024 22:30 - 02.09.2024 22:45","17600","17116"
"02.09.2024 22:45 - 02.09.2024 23:00","17250","16878"
"02.09.2024 23:00 - 02.09.2024 23:15","16950","16518"
"02.09.2024 23:15 - 02.09.2024 23:30","16600","16036"
"02.09.2024 23:30 - 02.09.2024 23:45","16250","15832"
"02.09.2024 23:45 - 03.09.2024 00:00","15900","15569"
"03.09.2024 00:00 - 03.09.2024 00:15","15250","15326"
"03.09.2024 00:15 - 03.09.2024 00:30","15150","15269"
"03.09.2024 00:30 - 03.09.2024 00:45","15050","14978"
"03.09.2024 00:45 - 03.09.2024 01:00","14950","14721"
"03.09.2024 01:00 - 03.09.2024 01:15","14900","14839"
"03.09.2024 01:15 - 03.09.2024 01:30","14800","14495"
"03.09.2024 01:30 - 03.09.2024 01:45","14750","14499"
"03.09.2024 01:45 - 03.09.2024 02:00","14700","14334"
"03.09.2024 02:00 - 03.09.2024 02:15","14650","14218"
"03.09.2024 02:15 - 03.09.2024 02:30","14650","14295"
"03.09.2024 02:30 - 03.09.2024 02:45","14650","14333"
"03.09.2024 02:45 - 03.09.2024 03:00","14650","14465"
"03.09.2024 03:00 - 03.09.2024 03:15","14650","14399"
"03.09.2024 03:15 - 03.09.2024 03:30","14650","14165"
"03.09.2024 03:30 - 03.09.2024 03:45","14650","14361"
"03.09.2024 03:45 - 03.09.2024 04:00","14650","14485"
"03.09.2024 04:00 - 03.09.2024 04:15","14800","14562"
"03.09.2024 04:15 - 03.09.2024 04:30","14900","14641"
"03.09.2024 04:30 - 03.09.2024 04:45","15000","14739"
"03.09.2024 04:45 - 03.09.2024 05:00","15150","14928"
"03.09.2024 05:00 - 03.09.2024 05:15","15400","15096"
"03.09.2024 05:15 - 03.09.2024 05:30","15550","15379"
"03.09.2024 05:30 - 03.09.2024 05:45","15750","15348"
"03.09.2024 05:45 - 03.09.2024 06:00","16200","15842"
"03.09.2024 06:00 - 03.09.2024 06:15","17000","17057"
"03.09.2024 06:15 - 03.09.2024 06:30","17600","17564"
"03.09.2024 06:30 - 03.09.2024 06:45","18050","18100"
"03.09.2024 06:45 - 03.09.2024 07:00","18550","18538"
"03.09.2024 07:00 - 03.09.2024 07:15","19100","18925"
"03.09.2024 07:15 - 03.09.2024 07:30","19450","19238"
"03.09.2024 07:30 - 03.09.2024 07:45","19800","19357"
"03.09.2024 07:45 - 03.09.2024 08:00","20150","19791"
"03.09.2024 08:00 - 03.09.2024 08:15","20500","19956"
"03.09.2024 08:15 - 03.09.2024 08:30","20750","20223"
"03.09.2024 08:30 - 03.09.2024 08:45","20850","20330"
"03.09.2024 08:45 - 03.09.2024 09:00","20850","20305"
"03.09.2024 09:00 - 03.09.2024 09:15","20850","20264"
"03.09.2024 09:15 - 03.09.2024 09:30","20850","20345"
"03.09.2024 09:30 - 03.09.2024 09:45","20850","20179"
"03.09.2024 09:45 - 03.09.2024 10:00","20650","19809"
"03.09.2024 10:00 - 03.09.2024 10:15","20450","19512"
"03.09.2024 10:15 - 03.09.2024 10:30","20500","19865"
"03.09.2024 10:30 - 03.09.2024 10:45","20600","20033"
"03.09.2024 10:45 - 03.09.2024 11:00","20650","19821"
"03.09.2024 11:00 - 03.09.2024 11:15","20700","19958"
"03.09.2024 11:15 - 03.09.2024 11:30","20750","19939"
"03.09.2024 11:30 - 03.09.2024 11:45","20750","19919"
"03.09.2024 11:45 - 03.09.2024 12:00","20750","19925"
"03.09.2024 12:00 - 03.09.2024 12:15","20750","19952"
"03.09.2024 12:15 - 03.09.2024 12:30","20750","20110"
"03.09.2024 12:30 - 03.09.2024 12:45","20750","20122"
"03.09.2024 12:45 - 03.09.2024 13:00","20750","20154"
"03.09.2024 13:00 - 03.09.2024 13:15","20750","20295"
"03.09.2024 13:15 - 03.09.2024 13:30","20750","20230"
"03.09.2024 13:30 - 03.09.2024 13:45","20600","19993"
"03.09.2024 13:45 - 03.09.2024 14:00","20200","19791"
"03.09.2024 14:00 - 03.09.2024 14:15","20450","20104"
"03.09.2024 14:15 - 03.09.2024 14:30","20550","20295"
"03.09.2024 14:30 - 03.09.2024 14:45","20700","20616"
"03.09.2024 14:45 - 03.09.2024 15:00","20750","20365"
"03.09.2024 15:00 - 03.09.2024 15:15","20750","20578"
"03.09.2024 15:15 - 03.09.2024 15:30","20750","20604"
"03.09.2024 15:30 - 03.09.2024 15:45","20750","20837"
"03.09.2024 15:45 - 03.09.2024 16:00","20750","20857"
"03.09.2024 16:00 - 03.09.2024 16:15","20750","20843"
"03.09.2024 16:15 - 03.09.2024 16:30","20800","21112"
"03.09.2024 16:30 - 03.09.2024 16:45","20850","21255"
"03.09.2024 16:45 - 03.09.2024 17:00","20900","21250"
"03.09.2024 17:00 - 03.09.2024 17:15","20950","21154"
"03.09.2024 17:15 - 03.09.2024 17:30","21000","21245"
"03.09.2024 17:30 - 03.09.2024 17:45","21000","21027"
"03.09.2024 17:45 - 03.09.2024 18:00","20800","20862"
"03.09.2024 18:00 - 03.09.2024 18:15","20650","20709"
"03.09.2024 18:15 - 03.09.2024 18:30","20800","20835"
"03.09.2024 18:30 - 03.09.2024 18:45","21000","20923"
"03.09.2024 18:45 - 03.09.2024 19:00","21000","20835"
"03.09.2024 19:00 - 03.09.2024 19:15","20950","20699"
"03.09.2024 19:15 - 03.09.2024 19:30","21100","20635"
"03.09.2024 19:30 - 03.09.2024 19:45","21450","21179"
"03.09.2024 19:45 - 03.09.2024 20:00","21550","21240"
"03.09.2024 20:00 - 03.09.2024 20:15","21550","21208"
"03.09.2024 20:15 - 03.09.2024 20:30","21450","21073"
"03.09.2024 20:30 - 03.09.2024 20:45","21200","20896"
"03.09.2024 20:45 - 03.09.2024 21:00","20900","20503"
"03.09.2024 21:00 - 03.09.2024 21:15","20450","20079"
"03.09.2024 21:15 - 03.09.2024 21:30","19900","19626"
"03.09.2024 21:30 - 03.09.2024 21:45","19300","18920"
"03.09.2024 21:45 - 03.09.2024 22:00","18650","18291"
"03.09.2024 22:00 - 03.09.2024 22:15","18400","18072"
"03.09.2024 22:15 - 03.09.2024 22:30","18150","17768"
"03.09.2024 22:30 - 03.09.2024 22:45","17800","17366"
"03.09.2024 22:45 - 03.09.2024 23:00","17400","17225"
"03.09.2024 23:00 - 03.09.2024 23:15","17050","16738"
"03.09.2024 23:15 - 03.09.2024 23:30","16650","16415"
"03.09.2024 23:30 - 03.09.2024 23:45","16350","16229"
"03.09.2024 23:45 - 04.09.2024 00:00","16000","15698"
"04.09.2024 00:00 - 04.09.2024 00:15","15700","15778"
"04.09.2024 00:15 - 04.09.2024 00:30","15550","15289"
"04.09.2024 00:30 - 04.09.2024 00:45","15350","15179"
"04.09.2024 00:45 - 04.09.2024 01:00","15200","15052"
"04.09.2024 01:00 - 04.09.2024 01:15","15100","14807"
"04.09.2024 01:15 - 04.09.2024 01:30","15000","14893"
"04.09.2024 01:30 - 04.09.2024 01:45","14900","14798"
"04.09.2024 01:45 - 04.09.2024 02:00","14850","14627"
"04.09.2024 02:00 - 04.09.2024 02:15","14750","14522"
"04.09.2024 02:15 - 04.09.2024 02:30","14750","14624"
"04.09.2024 02:30 - 04.09.2024 02:45","14750","14534"
"04.09.2024 02:45 - 04.09.2024 03:00","14750","14505"
"04.09.2024 03:00 - 04.09.2024 03:15","14750","14575"
"04.09.2024 03:15 - 04.09.2024 03:30","14750","14632"
"04.09.2024 03:30 - 04.09.2024 03:45","14750","14528"
"04.09.2024 03:45 - 04.09.2024 04:00","14750","14636"
"04.09.2024 04:00 - 04.09.2024 04:15","14800","14713"
"04.09.2024 04:15 - 04.09.2024 04:30","14900","14745"
"04.09.2024 04:30 - 04.09.2024 04:45","15050","14906"
"04.09.2024 04:45 - 04.09.2024 05:00","15250","14904"
